Group_1,Group_2,Total_Absolute_Difference
Elton John (Pop),Shawn Mendes (Pop),32.2444
Ellie Goulding (Pop),Metallica (Pop),32.2504
Elvis Presley (Rock),System Of A Down (Rock),32.2557
Gwen Stefani (Pop),Metallica (Pop),32.257400000000004
Britney Spears (Pop),Gracie Abrams (Pop),32.2581
Ariana Grande (Pop),Shawn Mendes (Pop),32.2649
Mac DeMarco (Alternative),Tom Odell (Alternative),32.293299999999995
Avril Lavigne (Pop),Meghan Trainor (Pop),32.310300000000005
Bee Gees (Pop),Gracie Abrams (Pop),32.314899999999994
5 Seconds of Summer (Pop),The Chainsmokers (Pop),32.3271
De La Soul (Rap/Hip Hop),Enrique Iglesias (Rap/Hip Hop),32.4055
Diljit Dosanjh (Pop),Romeo Santos (Pop),32.418800000000005
Labrinth (Pop),Lady Gaga (Pop),32.425
Atif Aslam (Pop),Prince (Pop),32.4303
Justin Timberlake (Pop),Whitney Houston (Pop),32.442299999999996
Eagles (Rock),Metallica (Rock),32.4428
Gracie Abrams (Pop),Jennifer Lopez (Pop),32.462999999999994
Justin Timberlake (Pop),Romeo Santos (Pop),32.4691
James Arthur (Pop),Romeo Santos (Pop),32.488
Bee Gees (Pop),Lynyrd Skynyrd (Pop),32.51140000000001
5 Seconds of Summer (Pop),One Direction (Pop),32.5295
Billy Joel (Pop),Gracie Abrams (Pop),32.55480000000001
Atif Aslam (Pop),Elvis Presley (Pop),32.5558
Sajid-Wajid (Films/Games),Shankar-Ehsaan-Loy (Films/Games),32.56
Enrique Iglesias (Pop),Shawn Mendes (Pop),32.5687
Atif Aslam (Pop),Labrinth (Pop),32.569399999999995
David Guetta (Pop),Romeo Santos (Pop),32.6062
Annie Lennox (Pop),Diljit Dosanjh (Pop),32.6287
Atif Aslam (Pop),Wisin & Yandel (Pop),32.6551
Eagles (Rock),Tears For Fears (Rock),32.70880000000001
Hozier (Alternative),Nirvana (Alternative),32.715599999999995
Elton John (Pop),Romeo Santos (Pop),32.79
50 Cent (Rap/Hip Hop),JHAYCO (Rap/Hip Hop),32.8104
Jennifer Lopez (Pop),Shawn Mendes (Pop),32.8461
Charlie Puth (Pop),Ellie Goulding (Pop),32.8469
Sajid-Wajid (Films/Games),Vishal-Shekhar (Films/Games),32.8514
Banda MS de Sergio Lizárraga (Traditional Mexicano),Marco Antonio Solís (Traditional Mexicano),32.856700000000004
Kings of Leon (Alternative),Paramore (Alternative),32.9123
Demi Lovato (Pop),Shakira (Pop),32.9164
Pharrell Williams (Pop),Wisin & Yandel (Pop),32.919000000000004
Metallica (Pop),P!nk (Pop),32.9303
Labrinth (Pop),Shakira (Pop),32.9488
Elvis Presley (Rock),Mariah Carey (Rock),32.9685
De La Soul (Rap/Hip Hop),JHAYCO (Rap/Hip Hop),32.980000000000004
Foreigner (Pop),Shawn Mendes (Pop),32.982800000000005
Tom Odell (Alternative),beabadoobee (Alternative),33.016600000000004
Céline Dion (Pop),Gracie Abrams (Pop),33.01820000000001
David Bowie (Dance),Martin Garrix (Dance),33.043
5 Seconds of Summer (Pop),Romeo Santos (Pop),33.0539
Diljit Dosanjh (Pop),One Direction (Pop),33.0882
Arctic Monkeys (Alternative),beabadoobee (Alternative),33.0968
Bee Gees (Pop),P!nk (Pop),33.13
Black Eyed Peas (Pop),Whitney Houston (Pop),33.136500000000005
Harry Styles (Pop),Scorpions (Pop),33.1374
Gorillaz (Pop),One Direction (Pop),33.1731
Labrinth (Pop),Metallica (Pop),33.17659999999999
Bizarrap (Rap/Hip Hop),Wiz Khalifa (Rap/Hip Hop),33.1889
Lynyrd Skynyrd (Pop),Maroon 5 (Pop),33.189
Cardi B (Rap/Hip Hop),Maluma (Rap/Hip Hop),33.2059
5 Seconds of Summer (Pop),George Michael (Pop),33.2918
Gracie Abrams (Pop),James Arthur (Pop),33.2973
Lana Del Rey (Alternative),The Strokes (Alternative),33.304899999999996
Diljit Dosanjh (Pop),Scorpions (Pop),33.3181
Aerosmith (Rock),Eagles (Rock),33.321600000000004
Bastille (Alternative),Tom Odell (Alternative),33.3359
Christina Aguilera (Pop),Whitney Houston (Pop),33.3398
Charlie Puth (Pop),Pink Floyd (Pop),33.3422
Panic! At The Disco (Alternative),Red Hot Chili Peppers (Alternative),33.3729
DJ Khaled (Rap/Hip Hop),JHAYCO (Rap/Hip Hop),33.37939999999999
Enrique Iglesias (Rap/Hip Hop),Nicky Jam (Rap/Hip Hop),33.4026
Amy Winehouse (Pop),Shawn Mendes (Pop),33.413700000000006
Gorillaz (Alternative),Kings of Leon (Alternative),33.4365
Arctic Monkeys (Alternative),Fall Out Boy (Alternative),33.4413
Demi Lovato (Pop),Gorillaz (Pop),33.4742
Diljit Dosanjh (Pop),Gracie Abrams (Pop),33.484300000000005
System Of A Down (Rock),blink-182 (Rock),33.5128
Rex Orange County (Alternative),Tom Odell (Alternative),33.5199
Billy Joel (Pop),Shawn Mendes (Pop),33.5203
Eagles (Pop),Gracie Abrams (Pop),33.527
Gracie Abrams (Pop),Maroon 5 (Pop),33.533899999999996
Bee Gees (Pop),Shawn Mendes (Pop),33.5376
Foster The People (Alternative),Nirvana (Alternative),33.557
Gwen Stefani (Pop),Luis Miguel (Pop),33.564499999999995
Luis Miguel (Pop),Meghan Trainor (Pop),33.5875
Atif Aslam (Pop),Lynyrd Skynyrd (Pop),33.6051
Charlie Puth (Pop),Gracie Abrams (Pop),33.621900000000004
Backstreet Boys (Pop),Pharrell Williams (Pop),33.6308
Lady Gaga (Pop),Romeo Santos (Pop),33.6319
50 Cent (Rap/Hip Hop),Cardi B (Rap/Hip Hop),33.63660000000001
Lady Gaga (Pop),Shakira (Pop),33.6392
Gorillaz (Alternative),Red Hot Chili Peppers (Alternative),33.642
Annie Lennox (Pop),Lana Del Rey (Pop),33.6646
David Bowie (Kids),John Legend (Kids),33.6811
Labrinth (Pop),The Chainsmokers (Pop),33.69069999999999
Avril Lavigne (Pop),Metallica (Pop),33.7663
Eagles (Rock),The Rolling Stones (Rock),33.79469999999999
Eagles (Rock),Scorpions (Rock),33.8169
David Guetta (Pop),Lynyrd Skynyrd (Pop),33.8942
Justin Timberlake (Pop),Pharrell Williams (Pop),33.9467
5 Seconds of Summer (Pop),Meghan Trainor (Pop),33.9548
Anu Malik (Pop),Pharrell Williams (Pop),33.958400000000005
Avril Lavigne (Pop),Foreigner (Pop),33.9952
Paramore (Alternative),Red Hot Chili Peppers (Alternative),33.9978
Bee Gees (Pop),Romeo Santos (Pop),34.0086
5 Seconds of Summer (Pop),Shawn Mendes (Pop),34.0545
Diljit Dosanjh (Pop),Shakira (Pop),34.093500000000006
Amy Winehouse (R&B),Tinashe (R&B),34.142
Lady Gaga (Pop),Lynyrd Skynyrd (Pop),34.2005
David Bowie (Dance),Jennifer Lopez (Dance),34.2105
Grupo Firme (Traditional Mexicano),Natanael Cano (Traditional Mexicano),34.220800000000004
Atif Aslam (Pop),Romeo Santos (Pop),34.2239
Diljit Dosanjh (Pop),Gwen Stefani (Pop),34.2351
Eagles (Rock),Elvis Presley (Rock),34.239399999999996
Central Cee (Rap/Hip Hop),Pharrell Williams (Rap/Hip Hop),34.27980000000001
Labrinth (Films/Games),Shashwat Sachdev (Films/Games),34.28639999999999
Annie Lennox (Pop),Lynyrd Skynyrd (Pop),34.2963
Gorillaz (Pop),Meghan Trainor (Pop),34.356
Charlie Puth (Pop),Christina Aguilera (Pop),34.359
Diljit Dosanjh (Pop),Lynyrd Skynyrd (Pop),34.3604
Annie Lennox (Pop),Metallica (Pop),34.3622
Daniel Caesar (Alternative),Lana Del Rey (Alternative),34.3712
Foreigner (Pop),Whitney Houston (Pop),34.406
A.R. Rahman (Films/Games),Sajid-Wajid (Films/Games),34.411100000000005
Charlie Puth (Pop),Meghan Trainor (Pop),34.4261
Charlie Puth (Pop),Demi Lovato (Pop),34.4831
Backstreet Boys (Pop),Gracie Abrams (Pop),34.4865
Maroon 5 (Pop),Whitney Houston (Pop),34.4914
Enrique Iglesias (Pop),Gracie Abrams (Pop),34.4924
Bizarrap (Rap/Hip Hop),Nicky Jam (Rap/Hip Hop),34.495000000000005
Hozier (Alternative),The Neighbourhood (Alternative),34.4962
Ariana Grande (Pop),Pharrell Williams (Pop),34.536300000000004
Panic! At The Disco (Alternative),The Strokes (Alternative),34.5846
Eagles (Pop),Pharrell Williams (Pop),34.6307
Mariah Carey (Pop),Pharrell Williams (Pop),34.641200000000005
Fuerza Regida (Traditional Mexicano),Tito Double P (Traditional Mexicano),34.65069999999999
JHAYCO (Rap/Hip Hop),Wiz Khalifa (Rap/Hip Hop),34.6852
John Legend (Kids),The Beatles (Kids),34.7092
Gracie Abrams (Pop),Wisin & Yandel (Pop),34.7561
Charlie Puth (Pop),David Bowie (Pop),34.7709
Charlie Puth (Pop),David Guetta (Pop),34.8176
Labrinth (Pop),One Direction (Pop),34.841699999999996
Foster The People (Alternative),Tom Odell (Alternative),34.8616
Eagles (Rock),Pink Floyd (Rock),34.8672
Atif Aslam (Pop),Shawn Mendes (Pop),34.899899999999995
Mariah Carey (Rock),Tears For Fears (Rock),34.90749999999999
George Michael (Pop),Gracie Abrams (Pop),34.944799999999994
5 Seconds of Summer (Pop),David Guetta (Pop),34.981500000000004
Pharrell Williams (Pop),Prince (Pop),34.982
Arctic Monkeys (Alternative),The Strokes (Alternative),35.00770000000001
Neton Vega (Latin Music),Taylor Swift (Latin Music),35.076699999999995
Christina Aguilera (Pop),Scorpions (Pop),35.1225
5 Seconds of Summer (Pop),Whitney Houston (Pop),35.1397
Arctic Monkeys (Alternative),Paramore (Alternative),35.1494
Atif Aslam (Pop),Billy Joel (Pop),35.161
Metallica (Pop),Whitney Houston (Pop),35.161899999999996
Lady Gaga (Pop),Meghan Trainor (Pop),35.1718
Charlie Puth (Pop),The Beatles (Pop),35.172399999999996
Black Eyed Peas (Pop),Charlie Puth (Pop),35.18770000000001
System Of A Down (Rock),Tears For Fears (Rock),35.1961
Maroon 5 (Pop),Scorpions (Pop),35.196299999999994
Ariana Grande (Pop),Scorpions (Pop),35.2508
Bizarrap (Rap/Hip Hop),Enrique Iglesias (Rap/Hip Hop),35.2726
Hozier (Alternative),beabadoobee (Alternative),35.28479999999999
Bee Gees (Pop),Charlie Puth (Pop),35.286199999999994
Christina Aguilera (Pop),Lynyrd Skynyrd (Pop),35.398199999999996
Kali Uchis (R&B),Tinashe (R&B),35.398599999999995
Atif Aslam (Pop),Avril Lavigne (Pop),35.43769999999999
David Guetta (Pop),Diljit Dosanjh (Pop),35.491200000000006
Gorillaz (Alternative),Mac DeMarco (Alternative),35.5229
Fuerza Regida (Traditional Mexicano),Grupo Firme (Traditional Mexicano),35.560399999999994
Ellie Goulding (Pop),Gorillaz (Pop),35.562799999999996
Bruce Springsteen (Rock),Mariah Carey (Rock),35.570699999999995
Eagles (Rock),Elton John (Rock),35.577600000000004
Gorillaz (Pop),Whitney Houston (Pop),35.579899999999995
Hozier (Alternative),Kings of Leon (Alternative),35.5913
P!nk (Pop),Shawn Mendes (Pop),35.623400000000004
Avril Lavigne (Pop),Maroon 5 (Pop),35.6582
Lynyrd Skynyrd (Pop),Meghan Trainor (Pop),35.6777
Amy Winehouse (Pop),Pharrell Williams (Pop),35.7001
Lana Del Rey (Pop),Nelly Furtado (Pop),35.7102
Nirvana (Alternative),The Strokes (Alternative),35.7187
Neton Vega (Latin Music),Prince Royce (Latin Music),35.7288
Charlie Puth (Pop),Elton John (Pop),35.732800000000005
DJ Khaled (Rap/Hip Hop),Dr. Dre (Rap/Hip Hop),35.78529999999999
George Michael (Pop),P!nk (Pop),35.80709999999999
Eagles (Rock),Fleetwood Mac (Rock),35.8135
Black Eyed Peas (Pop),Shawn Mendes (Pop),35.8233
Avril Lavigne (Pop),The Chainsmokers (Pop),35.824400000000004
Gracie Abrams (Pop),Shakira (Pop),35.82939999999999
Anu Malik (Pop),Gracie Abrams (Pop),35.8309
Gracie Abrams (Pop),Nelly Furtado (Pop),35.8484
George Michael (Pop),Romeo Santos (Pop),35.853699999999996
5 Seconds of Summer (Pop),Annie Lennox (Pop),35.863
Gracie Abrams (Pop),Mariah Carey (Pop),35.8681
Meghan Trainor (Pop),P!nk (Pop),35.933099999999996
Cardi B (Rap/Hip Hop),De La Soul (Rap/Hip Hop),35.9506
Ellie Goulding (Pop),Shakira (Pop),35.9576
Marco Antonio Solís (Traditional Mexicano),Tito Double P (Traditional Mexicano),35.9719
Labrinth (Pop),Whitney Houston (Pop),35.996900000000004
A.R. Rahman (R&B),Amy Winehouse (R&B),36.047599999999996
Annie Lennox (Pop),P!nk (Pop),36.0767
Guns N' Roses (Rock),System Of A Down (Rock),36.085899999999995
Bizarrap (Rap/Hip Hop),De La Soul (Rap/Hip Hop),36.1207
Red Hot Chili Peppers (Rock),System Of A Down (Rock),36.144999999999996
Justin Timberlake (Pop),Luis Miguel (Pop),36.179500000000004
Metallica (Pop),The Chainsmokers (Pop),36.245099999999994
Avril Lavigne (Pop),Diljit Dosanjh (Pop),36.26460000000001
Atif Aslam (Pop),Bee Gees (Pop),36.2971
Diljit Dosanjh (Pop),Whitney Houston (Pop),36.3198
Enrique Iglesias (Pop),Lana Del Rey (Pop),36.3222
Eagles (Rock),Lynyrd Skynyrd (Rock),36.3224
One Direction (Pop),Shakira (Pop),36.356700000000004
Kings of Leon (Alternative),Lana Del Rey (Alternative),36.3835
Mariah Carey (Rock),Pink Floyd (Rock),36.4099
David Guetta (Pop),Shakira (Pop),36.40990000000001
Atif Aslam (Pop),The Beatles (Pop),36.4135
Gracie Abrams (Pop),P!nk (Pop),36.4441
Diljit Dosanjh (Pop),The Chainsmokers (Pop),36.45720000000001
Charlie Puth (Pop),Lady Gaga (Pop),36.4623
Lana Del Rey (Alternative),Tom Odell (Alternative),36.483399999999996
Cardi B (Rap/Hip Hop),WizTheMc (Rap/Hip Hop),36.484700000000004
Cardi B (Rap/Hip Hop),Flo Rida (Rap/Hip Hop),36.49549999999999
Gorillaz (Alternative),beabadoobee (Alternative),36.508199999999995
Shakira (Pop),Whitney Houston (Pop),36.5369
Justin Timberlake (Pop),Scorpions (Pop),36.54600000000001
Atif Aslam (Pop),Jennifer Lopez (Pop),36.614399999999996
Annie Lennox (Pop),Shakira (Pop),36.621
David Guetta (Pop),P!nk (Pop),36.6342
Luis Miguel (Pop),One Direction (Pop),36.65860000000001
Natanael Cano (Traditional Mexicano),Tito Double P (Traditional Mexicano),36.6587
Maroon 5 (Pop),Pharrell Williams (Pop),36.6702
Hozier (Alternative),Lana Del Rey (Alternative),36.7048
Gorillaz (Pop),Romeo Santos (Pop),36.7281
David Bowie (Pop),Pharrell Williams (Pop),36.7411
A.R. Rahman (R&B),Bryson Tiller (R&B),36.7479
Eagles (Rock),Foreigner (Rock),36.831999999999994
Gracie Abrams (Pop),The Chainsmokers (Pop),36.83369999999999
Nirvana (Alternative),Paramore (Alternative),36.840399999999995
Anirudh Ravichander (Asian Music),BTS (Asian Music),36.864
Hozier (Alternative),Red Hot Chili Peppers (Alternative),36.86919999999999
Mariah Carey (Pop),Shawn Mendes (Pop),36.89280000000001
Billy Joel (Pop),Lana Del Rey (Pop),36.914
Labrinth (Pop),Shawn Mendes (Pop),36.933099999999996
Gwen Stefani (Pop),Lana Del Rey (Pop),36.9614
Bryan Adams (Rock),Mariah Carey (Rock),36.964499999999994
Evanescence (Rock),System Of A Down (Rock),36.9803
Elton John (Pop),Pharrell Williams (Pop),37.02419999999999
Shawn Mendes (Pop),The Chainsmokers (Pop),37.05019999999999
Pharrell Williams (Pop),The Beatles (Pop),37.06739999999999
Britney Spears (Pop),Charlie Puth (Pop),37.074799999999996
Lynyrd Skynyrd (Pop),One Direction (Pop),37.077999999999996
Britney Spears (Pop),Pharrell Williams (Pop),37.1036
Charlie Puth (Pop),One Direction (Pop),37.1198
Diljit Dosanjh (Pop),Luis Miguel (Pop),37.1454
Gwen Stefani (Pop),Lynyrd Skynyrd (Pop),37.179899999999996
Gracie Abrams (Pop),Meghan Trainor (Pop),37.18899999999999
JHAYCO (Rap/Hip Hop),Maluma (Rap/Hip Hop),37.2099
Foreigner (Pop),Pharrell Williams (Pop),37.2132
Daniel Caesar (Alternative),Gorillaz (Alternative),37.2418
Atif Aslam (Pop),Charlie Puth (Pop),37.2467
Flo Rida (Rap/Hip Hop),JHAYCO (Rap/Hip Hop),37.2783
Atif Aslam (Pop),Mariah Carey (Pop),37.2893
Mariah Carey (Rock),Nirvana (Rock),37.2983
Céline Dion (Pop),Romeo Santos (Pop),37.3955
David Bowie (Rock),Mariah Carey (Rock),37.423300000000005
Arctic Monkeys (Alternative),Nirvana (Alternative),37.428599999999996
Elton John (Rock),Mariah Carey (Rock),37.4429
Daryl Hall & John Oates (Latin Music),Taylor Swift (Latin Music),37.4501
Atif Aslam (Pop),Foreigner (Pop),37.475100000000005
Julión Álvarez y su Norteño Banda (Traditional Mexicano),Marco Antonio Solís (Traditional Mexicano),37.490899999999996
Atif Aslam (Pop),Lady Gaga (Pop),37.502599999999994
Elton John (Rock),System Of A Down (Rock),37.5135
Enrique Iglesias (Rap/Hip Hop),Wiz Khalifa (Rap/Hip Hop),37.5379
Cardi B (Rap/Hip Hop),Yung Beef (Rap/Hip Hop),37.55420000000001
David Bowie (R&B),Kali Uchis (R&B),37.557
Maroon 5 (Pop),Shawn Mendes (Pop),37.5822
Atif Aslam (Pop),Christina Aguilera (Pop),37.589299999999994
Charlie Puth (Pop),The Chainsmokers (Pop),37.592800000000004
Charlie Puth (Pop),Prince (Pop),37.61280000000001
Arctic Monkeys (Alternative),Mac DeMarco (Alternative),37.6289
David Guetta (Pop),Gorillaz (Pop),37.6601
Romeo Santos (Pop),Shawn Mendes (Pop),37.7508
Sajid-Wajid (Films/Games),Sonu Nigam (Films/Games),37.757200000000005
Ellie Goulding (Pop),Gracie Abrams (Pop),37.77740000000001
Gorillaz (Pop),Lana Del Rey (Pop),37.7828
Arctic Monkeys (Alternative),Gorillaz (Alternative),37.8292
Pharrell Williams (Pop),Pink Floyd (Pop),37.845200000000006
Atif Aslam (Pop),Black Eyed Peas (Pop),37.858399999999996
Lynyrd Skynyrd (Rock),Mariah Carey (Rock),37.8765
Bee Gees (Pop),Lana Del Rey (Pop),37.9143
Metallica (Pop),Shawn Mendes (Pop),37.9471
Atif Aslam (Pop),Céline Dion (Pop),37.9762
Panic! At The Disco (Alternative),Paramore (Alternative),37.986900000000006
Diljit Dosanjh (Pop),Shawn Mendes (Pop),37.995799999999996
Charlie Puth (Pop),Gwen Stefani (Pop),38.0045
Charlie Puth (Pop),James Arthur (Pop),38.0212
Gorillaz (Alternative),Rex Orange County (Alternative),38.0975
Arctic Monkeys (Alternative),Lana Del Rey (Alternative),38.10340000000001
Charlie Puth (Pop),Maroon 5 (Pop),38.1332
Calle 24 (Traditional Mexicano),Natanael Cano (Traditional Mexicano),38.142199999999995
Bee Gees (Pop),Pharrell Williams (Pop),38.1778
Pharrell Williams (Rap/Hip Hop),Yung Beef (Rap/Hip Hop),38.1851
BLACKPINK (Asian Music),BTS (Asian Music),38.2089
Backstreet Boys (Pop),Romeo Santos (Pop),38.262800000000006
Fall Out Boy (Alternative),Nirvana (Alternative),38.2885
Eagles (Rock),Red Hot Chili Peppers (Rock),38.3243
Gorillaz (Pop),Gracie Abrams (Pop),38.32899999999999
Bastille (Alternative),Kings of Leon (Alternative),38.34400000000001
Romeo Santos (Pop),Whitney Houston (Pop),38.3942
Arctic Monkeys (Alternative),Foster The People (Alternative),38.451
Bon Jovi (Rock),Eagles (Rock),38.480900000000005
Amy Winehouse (Pop),Lana Del Rey (Pop),38.4934
The Neighbourhood (Alternative),Tom Odell (Alternative),38.523
Banda MS de Sergio Lizárraga (Latin Music),The Beatles (Latin Music),38.54679999999999
Céline Dion (Pop),Pharrell Williams (Pop),38.5833
Creedence Clearwater Revival (Jazz),Laufey (Jazz),38.61050000000001
Britney Spears (Pop),Lana Del Rey (Pop),38.628299999999996
Black Eyed Peas (Pop),Pharrell Williams (Pop),38.6313
System Of A Down (Rock),The Beatles (Rock),38.69859999999999
Anu Malik (Pop),Charlie Puth (Pop),38.698800000000006
Lana Del Rey (Pop),The Chainsmokers (Pop),38.7137
Charlie Puth (Pop),Eagles (Pop),38.73350000000001
Junior H (Latin Music),Neton Vega (Latin Music),38.78139999999999
Enrique Iglesias (Rap/Hip Hop),Mac Miller (Rap/Hip Hop),38.7966
Black Eyed Peas (Pop),Lynyrd Skynyrd (Pop),38.8093
Avril Lavigne (Pop),Gorillaz (Pop),38.80930000000001
Scorpions (Pop),The Beatles (Pop),38.820899999999995
Backstreet Boys (Pop),Lynyrd Skynyrd (Pop),38.8248
Bon Jovi (Rock),Mariah Carey (Rock),38.8628
Atif Aslam (Pop),George Michael (Pop),38.865199999999994
Himesh Reshammiya (Indian Music),Sonu Nigam (Indian Music),38.883799999999994
Gracie Abrams (Pop),Metallica (Pop),39.03160000000001
Charlie Puth (Pop),Nelly Furtado (Pop),39.03470000000001
Atif Aslam (Pop),Elton John (Pop),39.06589999999999
Anirudh Ravichander (Asian Music),BLACKPINK (Asian Music),39.0797
Gracie Abrams (Pop),Scorpions (Pop),39.0984
Nelly Furtado (Pop),Pharrell Williams (Pop),39.1121
Annie Lennox (Pop),Charlie Puth (Pop),39.117900000000006
Labrinth (Pop),Luis Miguel (Pop),39.1777
Billy Joel (Pop),Charlie Puth (Pop),39.1893
Pharrell Williams (Rap/Hip Hop),WizTheMc (Rap/Hip Hop),39.2316
Avril Lavigne (Pop),Justin Timberlake (Pop),39.2339
Daniel Caesar (Alternative),Panic! At The Disco (Alternative),39.286899999999996
Romeo Santos (Pop),Shakira (Pop),39.2929
Flo Rida (Pop),Mariah Carey (Pop),39.395900000000005
Jennifer Lopez (Pop),Scorpions (Pop),39.447799999999994
Mariah Carey (Pop),Scorpions (Pop),39.47169999999999
George Michael (Pop),Shakira (Pop),39.471799999999995
5 Seconds of Summer (Pop),Jay Wheeler (Pop),39.4966
JHAYCO (Rap/Hip Hop),"Tyler, The Creator (Rap/Hip Hop)",39.497
Charlie Puth (Pop),Enrique Iglesias (Pop),39.5563
Atif Aslam (Pop),The Chainsmokers (Pop),39.5673
Bruce Springsteen (Rock),Eagles (Rock),39.587999999999994
Ariana Grande (Pop),Jay Wheeler (Pop),39.608799999999995
Avril Lavigne (Pop),Romeo Santos (Pop),39.6102
David Bowie (Kids),The Beatles (Kids),39.688900000000004
Charlie Puth (Pop),Wisin & Yandel (Pop),39.709199999999996
Elton John (Pop),Scorpions (Pop),39.7237
Foster The People (Alternative),Kings of Leon (Alternative),39.764700000000005
John Legend (R&B),Kali Uchis (R&B),39.7741
Billy Joel (Rock),Eagles (Rock),39.7916
Backstreet Boys (Pop),Lana Del Rey (Pop),39.820899999999995
Gorillaz (Alternative),Tom Odell (Alternative),39.8268
5 Seconds of Summer (Pop),Scorpions (Pop),39.831999999999994
Lana Del Rey (Pop),Prince (Pop),39.8383
Ariana Grande (Pop),Atif Aslam (Pop),39.845
Foreigner (Pop),Lynyrd Skynyrd (Pop),39.8502
Luis Miguel (Pop),P!nk (Pop),39.8688
Maluma (Rap/Hip Hop),Pharrell Williams (Rap/Hip Hop),39.901399999999995
P!nk (Pop),Pharrell Williams (Pop),39.930200000000006
Black Eyed Peas (Pop),Scorpions (Pop),39.959399999999995
50 Cent (Rap/Hip Hop),Pharrell Williams (Rap/Hip Hop),39.9599
Labrinth (Films/Games),Zion & Lennox (Films/Games),39.995200000000004
Billy Joel (Rock),Mariah Carey (Rock),40.0515
Avril Lavigne (Pop),P!nk (Pop),40.07299999999999
Eagles (Rock),The Cranberries (Rock),40.0938
Daryl Hall & John Oates (Latin Music),The Beatles (Latin Music),40.1292
Christina Aguilera (Pop),Pharrell Williams (Pop),40.1404
Gracie Abrams (Pop),Lady Gaga (Pop),40.16279999999999
Fuerza Regida (Latin Music),The Beatles (Latin Music),40.1883
James Arthur (Pop),Pharrell Williams (Pop),40.2118
Hozier (Alternative),Panic! At The Disco (Alternative),40.2931
Mariah Carey (Rock),Scorpions (Rock),40.2968
Kali Uchis (R&B),USHER (R&B),40.299299999999995
Amy Winehouse (Pop),Charlie Puth (Pop),40.3275
Lana Del Rey (Pop),Pink Floyd (Pop),40.3493
Charlie Puth (Pop),Céline Dion (Pop),40.3573
Mariah Carey (Rock),blink-182 (Rock),40.37320000000001
Luis Miguel (Pop),The Chainsmokers (Pop),40.4436
Lynyrd Skynyrd (Pop),Romeo Santos (Pop),40.502
Enrique Iglesias (Pop),Pharrell Williams (Pop),40.5233
Ellie Goulding (Pop),Lana Del Rey (Pop),40.575
Lynyrd Skynyrd (Pop),P!nk (Pop),40.6272
Mariah Carey (Rock),The Beatles (Rock),40.62759999999999
Mariah Carey (Rock),Metallica (Rock),40.66030000000001
Lana Del Rey (Pop),Shakira (Pop),40.6926
Charlie Puth (Pop),Jennifer Lopez (Pop),40.71510000000001
Diljit Dosanjh (Pop),Jay Wheeler (Pop),40.737899999999996
Gwen Stefani (Pop),Pharrell Williams (Pop),40.80330000000001
Eagles (Pop),Lana Del Rey (Pop),40.821
Red Hot Chili Peppers (Alternative),Tom Odell (Alternative),40.8574
Avril Lavigne (Pop),Lana Del Rey (Pop),40.89450000000001
Anu Malik (Pop),Lana Del Rey (Pop),40.902699999999996
Metallica (Pop),One Direction (Pop),40.93589999999999
Gracie Abrams (Pop),Romeo Santos (Pop),40.94370000000001
Luis Miguel (Pop),Shakira (Pop),40.9637
Charlie Puth (Pop),P!nk (Pop),40.9658
Javed Ali (Latin Music),The Beatles (Latin Music),40.9682
Atif Aslam (Pop),Maroon 5 (Pop),41.0041
David Guetta (Pop),Gracie Abrams (Pop),41.056900000000006
Foster The People (Alternative),Gorillaz (Alternative),41.093799999999995
George Michael (Pop),Gorillaz (Pop),41.12360000000001
Demi Lovato (Pop),Lana Del Rey (Pop),41.1278
Diljit Dosanjh (Indian Music),Yo Yo Honey Singh (Indian Music),41.1308
Atif Aslam (Pop),James Arthur (Pop),41.1683
Gorillaz (Alternative),Hozier (Alternative),41.196600000000004
Aerosmith (Rock),Mariah Carey (Rock),41.20230000000001
Annie Lennox (Pop),Gracie Abrams (Pop),41.250800000000005
Avril Lavigne (Pop),Labrinth (Pop),41.3119
Gorillaz (Pop),Luis Miguel (Pop),41.4073
Amy Winehouse (Pop),Gracie Abrams (Pop),41.41080000000001
Kings of Leon (Alternative),Panic! At The Disco (Alternative),41.4542
Mariah Carey (Rock),The Rolling Stones (Rock),41.4782
Cardi B (Rap/Hip Hop),Mac Miller (Rap/Hip Hop),41.508900000000004
Backstreet Boys (Pop),Flo Rida (Pop),41.527899999999995
Metallica (Pop),Romeo Santos (Pop),41.5371
Dr. Dre (Rap/Hip Hop),JHAYCO (Rap/Hip Hop),41.57370000000001
Labrinth (Pop),Scorpions (Pop),41.60979999999999
Ariana Grande (Pop),Charlie Puth (Pop),41.659499999999994
Calle 24 (Traditional Mexicano),Fuerza Regida (Traditional Mexicano),41.730599999999995
A.R. Rahman (Films/Games),Labrinth (Films/Games),41.735
Lana Del Rey (Pop),Meghan Trainor (Pop),41.7756
Billie Eilish (Alternative),Panic! At The Disco (Alternative),41.775999999999996
Elvis Presley (Pop),Pharrell Williams (Pop),41.8057
Anu Malik (Films/Games),Labrinth (Films/Games),41.8345
Gorillaz (Alternative),Lana Del Rey (Alternative),41.839400000000005
Calle 24 (Traditional Mexicano),Marco Antonio Solís (Traditional Mexicano),41.8678
Labrinth (Films/Games),Sajid-Wajid (Films/Games),41.868500000000004
P!nk (Pop),Whitney Houston (Pop),41.86880000000001
Justin Timberlake (Pop),Lana Del Rey (Pop),41.9456
Avril Lavigne (Pop),Charlie Puth (Pop),41.972
